,carat,cut,cut_ord,color,clarity,clarity_ord,price
1096,1.04,Premium,4,D,VS1,4,5934.92
1097,0.38,Ideal,5,H,VS1,4,540.44
1098,1.01,Good,2,F,VS2,5,5820.33
1099,0.5,Fair,1,G,VS1,4,917.6
1100,0.52,Ideal,5,G,SI2,2,810.26
1101,1.05,Ideal,5,J,VS1,4,6177.15
1102,1.54,Ideal,5,G,VVS2,6,11207.52
1103,1,Premium,4,I,VS1,4,5598.4
1104,1.52,Very Good,3,H,SI1,3,9361.06
1105,1.12,Very Good,3,F,SI1,3,5995.86
1106,0.73,Ideal,5,G,VS1,4,3484.99
1107,1.08,Good,2,G,SI2,2,5047.24
1108,0.36,Ideal,5,F,VS2,5,826.18
1109,1.01,Ideal,5,F,VS1,4,5840.63
1110,0.55,Ideal,5,H,SI1,3,1516.65
1111,0.9,Good,2,G,VS2,5,4894.9
1112,0.43,Ideal,5,G,VVS1,7,2323.09
1113,0.54,Ideal,5,I,SI2,2,978.52
1114,0.6,Premium,4,E,SI1,3,1779.2
1115,1.2,Premium,4,H,SI1,3,6827
1116,0.53,Good,2,F,VVS2,6,2236.09
1117,3.01,Fair,1,H,I1,1,20672.23
1118,0.58,Ideal,5,H,SI1,3,1769.04
1119,0.63,Ideal,5,D,SI1,3,2189.69
1120,0.52,Premium,4,I,VVS1,7,2922.16
1121,1.07,Very Good,3,G,VS1,4,6029.21
1122,0.3,Very Good,3,G,VVS1,7,913.2
1123,1.13,Good,2,F,SI2,2,5467.89
1124,0.51,Good,2,H,VS2,5,1613.83
1125,0.23,Good,2,E,VVS2,6,-287.81
1126,0.46,Ideal,5,E,VVS1,7,2575.48
1127,0.33,Ideal,5,E,SI1,3,-334.21
1128,2.05,Premium,4,E,SI2,2,13524.05
1129,0.3,Very Good,3,H,VS1,4,-448.8
1130,0.69,Fair,1,G,VS1,4,2516.07
1131,0.3,Ideal,5,F,IF,8,1683.4
1132,0.41,Ideal,5,D,SI2,2,-115.17
1133,0.9,Ideal,5,G,SI2,2,4007.2
1134,0.41,Premium,4,F,VS1,4,634.73
1135,1.01,Very Good,3,E,VS2,5,5978.43
1136,0.57,Very Good,3,G,SI1,3,1368.71
1137,1.22,Very Good,3,H,VS1,4,7291.16
1138,0.31,Premium,4,F,I1,1,-1568.57
1139,0.73,Ideal,5,E,VS2,5,3938.99
1140,0.53,Ideal,5,G,VS2,5,2256.39
1141,0.3,Very Good,3,D,VS2,5,5.2
1142,0.53,Very Good,3,D,VS1,4,1486.19
1143,0.71,Very Good,3,H,SI1,3,2546.53
1144,0.54,Premium,4,E,VS2,5,2182.42
1145,0.41,Premium,4,E,VS1,4,634.73
1146,0.9,Ideal,5,E,SI2,2,4007.2
1147,1.03,Very Good,3,F,SI2,2,4784.69
1148,1.08,Premium,4,F,SI1,3,5817.44
1149,0.32,Premium,4,D,VVS1,7,1239.56
1150,0.43,Good,2,E,SI1,3,32.79
1151,0.7,Ideal,5,H,SI1,3,2778.6
1152,0.74,Ideal,5,F,VVS1,7,4931.12
1153,1.5,Premium,4,G,VVS2,6,10712.9
1154,0.34,Ideal,5,F,VVS1,7,1565.92
1155,0.57,Ideal,5,G,VS1,4,2138.91
1156,1,Good,2,F,SI1,3,4828.2
1157,0.7,Ideal,5,F,VS2,5,3686.6
1158,1.01,Ideal,5,E,SI1,3,5386.63
1159,0.25,Premium,4,H,VVS1,7,650.65
1160,0.53,Ideal,5,E,VVS1,7,3164.39
1161,0.96,Very Good,3,E,VS2,5,5557.78
1162,1.25,Ideal,5,H,VS2,5,8313.75
1163,0.73,Ideal,5,E,SI2,2,2576.99
1164,0.34,Very Good,3,E,SI1,3,-566.28
1165,0.74,Premium,4,D,SI1,3,2957.02
1166,1.11,Very Good,3,H,SI1,3,5911.73
1167,0.54,Ideal,5,E,VVS2,6,2794.52
1168,0.95,Very Good,3,G,VS1,4,5019.65
1169,0.41,Ideal,5,I,VVS1,7,2154.83
1170,0.28,Very Good,3,H,VVS1,7,744.94
1171,0.34,Premium,4,H,VVS1,7,1407.82
1172,1.64,Premium,4,G,VS2,5,11436.72
1173,0.71,Ideal,5,I,IF,8,5132.73
1174,0.74,Very Good,3,D,VS2,5,3706.92
1175,0.74,Ideal,5,G,VVS2,6,4477.12
1176,0.6,Premium,4,H,SI1,3,1779.2
1177,0.44,Ideal,5,D,VS1,4,1045.22
1178,0.79,Very Good,3,F,SI1,3,3219.57
1179,0.58,Ideal,5,I,SI1,3,1769.04
1180,1,Good,2,E,VVS2,6,6190.2
1181,0.34,Ideal,5,G,VS1,4,203.92
1182,0.31,Premium,4,F,VVS1,7,1155.43
1183,0.31,Good,2,E,SI1,3,-976.77
1184,1.81,Very Good,3,I,VS1,4,12254.83
1185,0.3,Premium,4,G,VS1,4,-290.7
1186,2.19,Premium,4,J,SI2,2,14701.87
1187,0.91,Ideal,5,G,SI2,2,4091.33
1188,0.37,Ideal,5,G,VS2,5,910.31
1189,1.57,Premium,4,G,VS2,5,10847.81
1190,1,Premium,4,I,SI2,2,4690.4
1191,1.09,Ideal,5,H,SI1,3,6059.67
1192,0.31,Good,2,I,VS1,4,-522.77
1193,0.5,Very Good,3,D,VS2,5,1687.8
1194,0.41,Premium,4,E,VS1,4,634.73
1195,1.23,Ideal,5,H,SI1,3,7237.49
1196,1.09,Premium,4,I,SI1,3,5901.57
1197,0.4,Ideal,5,I,VS1,4,708.7
1198,0.42,Ideal,5,J,VS1,4,876.96
1199,1.02,Ideal,5,G,SI1,3,5470.76
1200,1,Very Good,3,F,SI2,2,4532.3
1201,0.26,Very Good,3,G,VS2,5,-331.32
1202,0.23,Good,2,G,VVS1,7,166.19
1203,0.46,Premium,4,I,IF,8,2871.38
1204,0.4,Good,2,E,SI2,2,-673.6
1205,2.05,Ideal,5,G,SI2,2,13682.15
1206,0.41,Ideal,5,E,VVS1,7,2154.83
1207,2.03,Ideal,5,J,VS2,5,14875.89
1208,2.28,Ideal,5,I,SI2,2,15617.14
1209,0.72,Very Good,3,F,VVS1,7,4446.66
1210,1.52,Good,2,I,VS2,5,10110.96
1211,1.51,Premium,4,F,VS2,5,10343.03
1212,1.14,Very Good,3,J,SI1,3,6164.12
1213,0.51,Ideal,5,F,VS1,4,1634.13
1214,0.3,Ideal,5,I,SI2,2,-1040.6
1215,0.31,Premium,4,G,VS2,5,247.43
1216,1.5,Very Good,3,D,SI1,3,9192.8
1217,0.52,Ideal,5,E,VS2,5,2172.26
1218,0.7,Fair,1,D,SI1,3,2146.2
1219,0.3,Ideal,5,E,VVS1,7,1229.4
1220,0.5,Fair,1,F,SI1,3,463.6
1221,1.54,Premium,4,H,VS2,5,10595.42
1222,1.2,Ideal,5,D,SI1,3,6985.1
1223,0.79,Very Good,3,E,SI2,2,2765.57
1224,1.2,Good,2,E,VS2,5,7418.8
1225,2.01,Premium,4,E,SI1,3,13641.53
1226,0.72,Very Good,3,H,VS1,4,3084.66
1227,1.1,Very Good,3,E,SI2,2,5373.6
1228,0.23,Very Good,3,E,VVS2,6,-129.71
1229,0.94,Ideal,5,F,I1,1,3889.72
1230,2.16,Very Good,3,H,SI2,2,14291.38
1231,0.27,Very Good,3,E,VVS2,6,206.81
1232,0.35,Ideal,5,E,SI1,3,-165.95
1233,0.38,Ideal,5,G,VS1,4,540.44
1234,1.21,Very Good,3,F,VS1,4,7207.03
1235,0.3,Premium,4,E,VVS2,6,617.3
1236,0.56,Ideal,5,D,VS2,5,2508.78
1237,0.3,Good,2,H,SI2,2,-1514.9
1238,1.01,Premium,4,D,SI1,3,5228.53
1239,0.34,Ideal,5,D,VS2,5,657.92
1240,0.32,Premium,4,E,VVS1,7,1239.56
1241,1.01,Very Good,3,D,SI2,2,4616.43
1242,0.31,Premium,4,E,SI1,3,-660.57
1243,0.51,Ideal,5,G,SI1,3,1180.13
1244,0.36,Premium,4,E,VS1,4,214.08
1245,0.5,Premium,4,D,SI1,3,937.9
1246,0.21,Premium,4,E,SI2,2,-1955.87
1247,0.9,Very Good,3,H,SI1,3,4145
1248,1.03,Premium,4,E,SI2,2,4942.79
1249,0.37,Ideal,5,F,SI1,3,2.31
1250,0.5,Premium,4,F,SI1,3,937.9
1251,1.01,Very Good,3,G,VS1,4,5524.43
1252,0.84,Good,2,G,VS2,5,4390.12
1253,0.76,Very Good,3,G,VS2,5,3875.18
1254,0.23,Very Good,3,E,VVS1,7,324.29
1255,1.03,Premium,4,H,VS2,5,6304.79
1256,0.9,Good,2,I,VS2,5,4894.9
1257,0.32,Ideal,5,F,VVS1,7,1397.66
1258,0.55,Ideal,5,F,VS2,5,2424.65
1259,1.55,Premium,4,G,SI1,3,9771.55
1260,0.35,Ideal,5,D,VS2,5,742.05
1261,1.51,Very Good,3,G,VS1,4,9730.93
1262,0.38,Ideal,5,F,VS2,5,994.44
1263,0.33,Very Good,3,I,VVS2,6,711.59
1264,0.31,Ideal,5,G,IF,8,1767.53
1265,0.3,Ideal,5,F,VS2,5,321.4
1266,1.22,Ideal,5,H,VS1,4,7607.36
1267,0.4,Premium,4,F,VS1,4,550.6
1268,1.51,Very Good,3,J,I1,1,8368.93
1269,1.01,Good,2,F,SI2,2,4458.33
1270,0.51,Good,2,E,SI1,3,705.83
1271,0.32,Premium,4,F,VVS1,7,1239.56
1272,1.28,Ideal,5,H,SI2,2,7204.14
1273,0.33,Ideal,5,D,SI2,2,-788.21
1274,1.11,Ideal,5,E,VS2,5,7135.93
1275,2.21,Premium,4,G,SI2,2,14870.13
1276,0.43,Good,2,F,SI1,3,32.79
1277,0.7,Premium,4,G,IF,8,4890.5
1278,0.25,Very Good,3,F,IF,8,946.55
1279,0.5,Good,2,H,VS2,5,1529.7
1280,0.24,Good,2,F,VS1,4,-1111.68
1281,0.3,Premium,4,E,SI1,3,-744.7
1282,1.11,Very Good,3,H,SI2,2,5457.73
1283,1.02,Fair,1,I,SI2,2,4384.36
1284,0.31,Ideal,5,G,VVS1,7,1313.53
1285,0.39,Ideal,5,G,VS1,4,624.57
1286,0.5,Premium,4,E,VS2,5,1845.9
1287,0.7,Ideal,5,F,SI1,3,2778.6
1288,0.32,Very Good,3,G,SI1,3,-734.54
1289,0.3,Very Good,3,H,VS1,4,-448.8
1290,0.41,Ideal,5,G,VVS2,6,1700.83
1291,1.33,Fair,1,G,SI2,2,6992.39
1292,0.3,Ideal,5,I,VVS1,7,1229.4
1293,1.51,Premium,4,F,VS2,5,10343.03
1294,0.38,Ideal,5,F,VVS1,7,1902.44
1295,0.23,Very Good,3,D,VS2,5,-583.71
1296,0.74,Ideal,5,G,VS2,5,4023.12
1297,1.2,Very Good,3,H,SI2,2,6214.9
1298,1.52,Ideal,5,G,SI1,3,9677.26
1299,1.01,Ideal,5,G,VS2,5,6294.63
1300,0.44,Ideal,5,E,VS2,5,1499.22
1301,1.2,Premium,4,G,SI1,3,6827
1302,1.3,Good,2,J,SI2,2,6898.1
1303,0.31,Premium,4,H,SI1,3,-660.57
1304,1.2,Ideal,5,G,VVS2,6,8347.1
1305,0.79,Premium,4,D,SI1,3,3377.67
1306,1.05,Ideal,5,F,VVS1,7,7539.15
1307,0.7,Premium,4,G,SI2,2,2166.5
1308,0.3,Very Good,3,J,VS2,5,5.2
1309,1.25,Ideal,5,G,VVS2,6,8767.75
1310,2.07,Very Good,3,J,VS2,5,14896.21
1311,1.52,Premium,4,F,VS2,5,10427.16
1312,0.31,Ideal,5,G,VS2,5,405.53
1313,0.94,Ideal,5,F,SI2,2,4343.72
1314,0.27,Very Good,3,E,VS2,5,-247.19
1315,0.32,Ideal,5,G,IF,8,1851.66
1316,0.35,Ideal,5,F,VS1,4,288.05
1317,1.2,Ideal,5,F,VVS1,7,8801.1
1318,1.51,Premium,4,E,SI1,3,9435.03
1319,0.4,Ideal,5,G,VS2,5,1162.7
1320,0.33,Premium,4,G,VVS2,6,869.69
1321,1.51,Very Good,3,I,IF,8,11546.93
1322,0.72,Premium,4,J,I1,1,1880.76
1323,0.84,Very Good,3,G,VS2,5,4548.22
1324,1.06,Very Good,3,F,SI1,3,5491.08
1325,1.01,Premium,4,F,VS2,5,6136.53
1326,0.38,Ideal,5,F,VVS2,6,1448.44
1327,0.72,Ideal,5,H,VS1,4,3400.86
1328,1.61,Very Good,3,E,SI2,2,9664.23
1329,1.5,Very Good,3,J,VS1,4,9646.8
1330,0.78,Good,2,J,SI1,3,2977.34
1331,0.69,Fair,1,G,SI2,2,1608.07
1332,0.32,Ideal,5,E,VS2,5,489.66
1333,0.51,Ideal,5,H,VVS2,6,2542.13
1334,0.34,Ideal,5,F,VS1,4,203.92
1335,1.49,Very Good,3,F,I1,1,8200.67
1336,0.5,Premium,4,F,VS1,4,1391.9
1337,0.9,Good,2,E,SI1,3,3986.9
1338,2.2,Premium,4,J,VS1,4,15694
1339,0.51,Premium,4,G,VVS2,6,2384.03
1340,2.38,Premium,4,H,SI1,3,16754.34
1341,0.9,Premium,4,D,SI2,2,3849.1
1342,1.05,Ideal,5,H,SI1,3,5723.15
1343,0.61,Premium,4,I,VS2,5,2771.33
1344,0.71,Very Good,3,H,VVS1,7,4362.53
1345,1.01,Ideal,5,J,SI1,3,5386.63
1346,0.4,Premium,4,H,VS2,5,1004.6
1347,0.57,Premium,4,E,SI2,2,1072.81
1348,1.74,Ideal,5,J,SI1,3,11528.12
1349,0.37,Very Good,3,D,VS2,5,594.11
1350,0.53,Fair,1,E,SI1,3,715.99
1351,2.4,Fair,1,J,SI2,2,15994.3
1352,0.71,Premium,4,E,SI1,3,2704.63
1353,0.71,Fair,1,D,VS2,5,3138.33
1354,0.51,Very Good,3,F,VS1,4,1317.93
1355,0.95,Fair,1,J,SI1,3,4249.45
1356,0.32,Good,2,F,VS2,5,15.36
1357,0.31,Premium,4,J,VS2,5,247.43
1358,0.9,Good,2,E,SI1,3,3986.9
1359,0.51,Ideal,5,G,VVS2,6,2542.13
1360,1.7,Premium,4,G,VS2,5,11941.5
1361,0.31,Premium,4,E,VS2,5,247.43
1362,0.5,Very Good,3,E,VS2,5,1687.8
1363,1.55,Very Good,3,D,SI2,2,9159.45
1364,1.01,Very Good,3,E,SI1,3,5070.43
1365,1.01,Very Good,3,E,SI1,3,5070.43
1366,1.18,Ideal,5,I,SI1,3,6816.84
1367,0.3,Ideal,5,F,VVS1,7,1229.4
1368,0.76,Very Good,3,H,SI1,3,2967.18
1369,0.92,Good,2,D,SI1,3,4155.16
1370,0.72,Fair,1,H,SI2,2,1860.46
1371,1.5,Very Good,3,D,VS2,5,10100.8
1372,1.01,Ideal,5,H,SI1,3,5386.63
1373,1.1,Ideal,5,H,SI1,3,6143.8
1374,0.34,Very Good,3,F,SI2,2,-1020.28
1375,0.53,Ideal,5,E,SI1,3,1348.39
1376,1.6,Premium,4,J,SI1,3,10192.2
1377,0.31,Ideal,5,H,SI1,3,-502.47
1378,0.31,Ideal,5,E,VS1,4,-48.47
1379,1.5,Good,2,H,VS2,5,9942.7
1380,1.02,Good,2,E,SI2,2,4542.46
1381,1.01,Ideal,5,F,SI1,3,5386.63
1382,0.4,Ideal,5,F,VVS2,6,1616.7
1383,0.4,Ideal,5,E,VS2,5,1162.7
1384,1.12,Premium,4,H,SI1,3,6153.96
1385,0.31,Premium,4,H,SI1,3,-660.57
1386,1.52,Premium,4,G,VVS2,6,10881.16
1387,1.6,Ideal,5,I,SI2,2,9896.3
1388,2,Premium,4,G,SI1,3,13557.4
1389,0.58,Ideal,5,E,VS1,4,2223.04
1390,2.06,Very Good,3,J,SI1,3,13904.08
1391,0.56,Ideal,5,E,SI1,3,1600.78
1392,0.51,Very Good,3,I,VS1,4,1317.93
1393,1.01,Premium,4,H,VS2,5,6136.53
1394,0.5,Very Good,3,J,VS2,5,1687.8
1395,1.51,Ideal,5,G,VS1,4,10047.13
1396,0.8,Premium,4,F,SI2,2,3007.8
1397,0.52,Premium,4,G,VVS2,6,2468.16
1398,1.48,Good,2,G,IF,8,11136.44
1399,0.31,Ideal,5,D,VS2,5,405.53
1400,1.01,Ideal,5,D,SI2,2,4932.63
1401,0.32,Very Good,3,H,SI1,3,-734.54
1402,0.51,Premium,4,E,VS1,4,1476.03
1403,0.71,Premium,4,H,SI2,2,2250.63
1404,0.61,Very Good,3,I,VS2,5,2613.23
1405,1.69,Premium,4,J,I1,1,10041.37
1406,0.57,Ideal,5,E,VVS2,6,3046.91
1407,1.22,Good,2,G,SI2,2,6225.06
1408,1.38,Premium,4,J,SI1,3,8341.34
1409,1.18,Ideal,5,I,VS1,4,7270.84
1410,0.51,Ideal,5,G,VVS2,6,2542.13
1411,1.7,Ideal,5,D,SI2,2,10737.6
1412,0.4,Good,2,F,I1,1,-1127.6
1413,0.71,Ideal,5,F,VS1,4,3316.73
1414,0.93,Good,2,G,SI1,3,4239.29
1415,0.39,Very Good,3,I,VVS2,6,1216.37
1416,1.01,Ideal,5,G,VVS2,6,6748.63
1417,1.6,Premium,4,G,VS2,5,11100.2
1418,0.32,Ideal,5,G,VVS1,7,1397.66
1419,0.32,Good,2,D,SI2,2,-1346.64
1420,1,Very Good,3,E,SI2,2,4532.3
1421,0.57,Ideal,5,E,VS2,5,2592.91
1422,1,Premium,4,H,SI1,3,5144.4
1423,0.53,Ideal,5,G,VVS2,6,2710.39
1424,1.56,Premium,4,H,VS1,4,10309.68
1425,0.5,Premium,4,G,VS1,4,1391.9
1426,1.06,Ideal,5,G,VS2,5,6715.28
1427,0.33,Premium,4,H,VS1,4,-38.31
1428,0.9,Very Good,3,G,VVS2,6,5507
1429,1,Premium,4,F,SI1,3,5144.4
1430,0.31,Ideal,5,I,VVS1,7,1313.53
1431,1.24,Ideal,5,H,SI2,2,6867.62
1432,1.01,Ideal,5,D,VS2,5,6294.63
1433,1.02,Ideal,5,G,VS1,4,5924.76
1434,1.01,Premium,4,E,SI1,3,5228.53
1435,0.53,Very Good,3,F,SI2,2,578.19
1436,0.53,Ideal,5,D,VS2,5,2256.39
1437,1.58,Premium,4,F,SI2,2,9569.94
1438,1.04,Premium,4,D,VVS2,6,6842.92
1439,0.32,Ideal,5,E,IF,8,1851.66
1440,0.58,Premium,4,G,VS2,5,2518.94
1441,1.2,Ideal,5,E,VVS1,7,8801.1
1442,1.07,Premium,4,F,SI2,2,5279.31
1443,1.06,Very Good,3,F,SI1,3,5491.08
1444,0.53,Ideal,5,G,VS2,5,2256.39
1445,0.33,Ideal,5,F,VVS2,6,1027.79
1446,0.7,Very Good,3,E,SI1,3,2462.4
1447,1.21,Premium,4,G,VS2,5,7819.13
1448,0.3,Very Good,3,D,SI1,3,-902.8
1449,0.52,Ideal,5,H,SI1,3,1264.26
1450,1.16,Good,2,F,SI2,2,5720.28
1451,0.73,Very Good,3,G,SI1,3,2714.79
1452,2.02,Ideal,5,J,VS2,5,14791.76
1453,0.37,Ideal,5,G,VS1,4,456.31
1454,1.01,Very Good,3,G,SI1,3,5070.43
1455,0.52,Ideal,5,D,VS2,5,2172.26
1456,0.7,Good,2,E,VS2,5,3212.3
1457,0.4,Ideal,5,D,VVS1,7,2070.7
1458,1,Good,2,E,VS2,5,5736.2
1459,1.21,Ideal,5,E,SI1,3,7069.23
1460,1.08,Ideal,5,F,VS2,5,6883.54
1461,0.4,Ideal,5,F,VVS1,7,2070.7
1462,0.9,Very Good,3,F,VS2,5,5053
1463,0.41,Ideal,5,I,VVS2,6,1700.83
1464,1,Very Good,3,J,SI2,2,4532.3
1465,0.5,Very Good,3,E,SI1,3,779.8
1466,1.19,Ideal,5,G,VVS1,7,8716.97
1467,0.5,Very Good,3,E,SI1,3,779.8
1468,0.3,Premium,4,D,VS2,5,163.3
1469,2.01,Good,2,F,SI2,2,12871.33
1470,0.32,Ideal,5,E,VVS2,6,943.66
1471,0.43,Ideal,5,F,VVS1,7,2323.09
1472,0.31,Ideal,5,D,SI1,3,-502.47
1473,2.07,Premium,4,J,VS2,5,15054.31
1474,1.03,Ideal,5,E,SI1,3,5554.89
1475,0.7,Very Good,3,D,VS2,5,3370.4
1476,2.02,Very Good,3,G,SI2,2,13113.56
1477,0.57,Very Good,3,J,IF,8,3638.71
1478,1.13,Ideal,5,H,SI1,3,6396.19
1479,0.51,Very Good,3,G,VS2,5,1771.93
1480,0.27,Ideal,5,I,IF,8,1431.01
1481,1.5,Premium,4,D,VS2,5,10258.9
1482,1.03,Very Good,3,D,SI2,2,4784.69
1483,1.51,Very Good,3,I,SI2,2,8822.93
1484,0.72,Ideal,5,H,VVS1,7,4762.86
1485,1.71,Premium,4,I,VS2,5,12025.63
1486,0.4,Very Good,3,D,VS2,5,846.5
1487,1.51,Very Good,3,F,VVS2,6,10638.93
1488,0.5,Ideal,5,H,SI1,3,1096
1489,1.14,Premium,4,F,SI1,3,6322.22
1490,0.33,Ideal,5,E,VS2,5,573.79
1491,1.6,Premium,4,F,SI1,3,10192.2
1492,0.3,Good,2,E,VS2,5,-152.9
1493,0.73,Ideal,5,E,SI1,3,3030.99
1494,0.59,Very Good,3,G,SI1,3,1536.97
1495,0.47,Ideal,5,H,VS2,5,1751.61
1496,0.4,Premium,4,G,VVS2,6,1458.6
1497,0.3,Ideal,5,F,VS2,5,321.4
1498,1.01,Very Good,3,H,VVS2,6,6432.43
1499,0.72,Very Good,3,E,SI1,3,2630.66
1500,0.63,Ideal,5,E,VS1,4,2643.69
1501,1.53,Ideal,5,F,VS1,4,10215.39
1502,0.4,Good,2,F,VS2,5,688.4
1503,1.2,Fair,1,G,I1,1,5444.7
1504,0.78,Ideal,5,F,SI1,3,3451.64
1505,0.27,Premium,4,E,VS1,4,-543.09
1506,0.92,Very Good,3,D,SI1,3,4313.26
1507,0.34,Ideal,5,E,IF,8,2019.92
1508,0.26,Very Good,3,F,VVS1,7,576.68
1509,1.05,Ideal,5,H,SI1,3,5723.15
1510,0.4,Very Good,3,F,VVS1,7,1754.5
1511,2.01,Very Good,3,I,VVS2,6,14845.43
1512,1.05,Ideal,5,I,SI1,3,5723.15
1513,0.3,Ideal,5,E,VVS1,7,1229.4
1514,0.47,Very Good,3,F,VVS2,6,1889.41
1515,1.02,Good,2,D,VS1,4,5450.46
1516,1.59,Premium,4,G,SI1,3,10108.07
1517,1,Very Good,3,E,SI2,2,4532.3
1518,2.15,Ideal,5,I,SI2,2,14523.45
1519,0.4,Very Good,3,E,SI1,3,-61.5
1520,1.01,Premium,4,E,VS1,4,5682.53
1521,1.6,Ideal,5,G,SI1,3,10350.3
1522,2.01,Ideal,5,G,SI1,3,13799.63
1523,0.3,Ideal,5,E,VS2,5,321.4
1524,0.42,Ideal,5,D,VVS2,6,1784.96
1525,0.4,Very Good,3,F,VVS1,7,1754.5
1526,0.76,Very Good,3,H,VS2,5,3875.18
1527,0.41,Ideal,5,F,VS2,5,1246.83
1528,0.56,Ideal,5,H,VVS1,7,3416.78
1529,0.7,Good,2,F,SI1,3,2304.3
1530,2.29,Premium,4,G,SI2,2,15543.17
1531,1.05,Fair,1,I,VS1,4,5544.75
1532,1.52,Very Good,3,H,VVS2,6,10723.06
1533,0.4,Very Good,3,H,VVS1,7,1754.5
1534,1.2,Premium,4,G,SI2,2,6373
1535,0.26,Ideal,5,I,VS2,5,-15.12
1536,1.74,Ideal,5,F,SI1,3,11528.12
1537,0.71,Fair,1,D,VS2,5,3138.33
1538,1.22,Ideal,5,H,SI2,2,6699.36
1539,0.41,Premium,4,E,VS1,4,634.73
1540,0.31,Fair,1,G,VS1,4,-680.87
1541,1.01,Good,2,E,SI1,3,4912.33
1542,1.02,Very Good,3,E,SI1,3,5154.56
1543,1.23,Premium,4,I,SI2,2,6625.39
1544,0.63,Good,2,F,VS1,4,2169.39
1545,0.75,Ideal,5,E,SI2,2,2745.25
1546,0.43,Very Good,3,G,VVS1,7,2006.89
1547,1.24,Ideal,5,H,SI1,3,7321.62
1548,0.5,Premium,4,G,VS1,4,1391.9
1549,1.01,Ideal,5,D,VVS2,6,6748.63
1550,0.31,Premium,4,E,SI2,2,-1114.57
1551,0.7,Very Good,3,E,VS2,5,3370.4
1552,0.38,Premium,4,I,SI2,2,-525.66
1553,2.29,Premium,4,G,SI2,2,15543.17
1554,0.85,Fair,1,I,SI1,3,3408.15
1555,0.32,Ideal,5,E,VS1,4,35.66
1556,1.01,Very Good,3,G,VS2,5,5978.43
1557,0.31,Ideal,5,G,VVS2,6,859.53
1558,0.52,Premium,4,E,VS2,5,2014.16
1559,0.4,Ideal,5,D,VVS2,6,1616.7
1560,0.7,Very Good,3,H,VS2,5,3370.4
1561,1.31,Premium,4,D,VVS1,7,9568.43
1562,0.5,Premium,4,G,VVS2,6,2299.9
1563,1.5,Premium,4,H,VS2,5,10258.9
1564,0.7,Premium,4,F,SI1,3,2620.5
1565,0.31,Very Good,3,I,VVS1,7,997.33
1566,1,Good,2,G,SI1,3,4828.2
1567,0.41,Premium,4,E,VS1,4,634.73
1568,1.04,Premium,4,G,SI2,2,5026.92
1569,0.32,Very Good,3,H,SI2,2,-1188.54
1570,0.78,Very Good,3,I,SI1,3,3135.44
1571,1.01,Very Good,3,D,VS2,5,5978.43
1572,0.9,Good,2,F,SI2,2,3532.9
1573,0.9,Premium,4,G,VS2,5,5211.1
1574,1.71,Very Good,3,F,SI1,3,10959.53
1575,0.41,Ideal,5,F,IF,8,2608.83
1576,1,Ideal,5,H,SI2,2,4848.5
1577,0.56,Ideal,5,G,VVS2,6,2962.78
1578,0.43,Premium,4,G,VS1,4,802.99
1579,0.95,Ideal,5,G,VS2,5,5789.85
1580,0.83,Ideal,5,I,SI2,2,3418.29
1581,0.51,Ideal,5,D,VS2,5,2088.13
1582,0.7,Fair,1,D,SI2,2,1692.2
1583,0.41,Premium,4,F,VS1,4,634.73
1584,0.32,Ideal,5,G,IF,8,1851.66
1585,0.7,Very Good,3,G,VS2,5,3370.4
1586,0.7,Premium,4,D,SI1,3,2620.5
1587,0.53,Ideal,5,H,VS1,4,1802.39
1588,0.9,Good,2,E,SI1,3,3986.9
1589,0.72,Premium,4,F,SI1,3,2788.76
1590,0.3,Very Good,3,D,SI2,2,-1356.8
1591,1,Premium,4,E,VS2,5,6052.4
1592,1.57,Very Good,3,J,VS2,5,10689.71
1593,0.51,Ideal,5,D,VS2,5,2088.13
1594,1.3,Fair,1,H,I1,1,6286
1595,1.07,Ideal,5,E,VVS2,6,7253.41
1596,1.55,Ideal,5,J,VS2,5,10837.65
1597,0.9,Premium,4,H,I1,1,3395.1
1598,0.72,Premium,4,D,SI2,2,2334.76
1599,1,Premium,4,E,SI2,2,4690.4
1600,0.55,Ideal,5,F,SI1,3,1516.65
1601,1.36,Good,2,G,SI1,3,7856.88
1602,0.26,Premium,4,H,VVS2,6,280.78
1603,1.08,Ideal,5,H,SI2,2,5521.54
1604,0.79,Ideal,5,G,SI1,3,3535.77
1605,0.9,Very Good,3,J,VS2,5,5053
1606,0.9,Very Good,3,E,SI1,3,4145
1607,1.13,Fair,1,F,VS1,4,6217.79
1608,1,Good,2,H,SI2,2,4374.2
1609,1.51,Ideal,5,G,VVS2,6,10955.13
1610,1.2,Ideal,5,F,VS1,4,7439.1
1611,1.01,Very Good,3,F,SI1,3,5070.43
1612,1.03,Ideal,5,I,SI2,2,5100.89
1613,0.9,Ideal,5,F,SI1,3,4461.2
1614,0.38,Premium,4,D,VVS2,6,1290.34
1615,0.84,Ideal,5,J,SI1,3,3956.42
1616,0.39,Ideal,5,F,VVS1,7,1986.57
1617,0.33,Ideal,5,G,VVS2,6,1027.79
1618,0.7,Ideal,5,E,VS2,5,3686.6
1619,0.75,Ideal,5,H,SI1,3,3199.25
1620,0.42,Ideal,5,G,VS2,5,1330.96
1621,1.03,Ideal,5,F,VVS2,6,6916.89
1622,0.81,Premium,4,I,VVS2,6,4907.93
1623,0.31,Ideal,5,G,VVS1,7,1313.53
